Campaign_ID,Company,Campaigns,Channels,Acquisition_Cost,ROI,Performance_level,Clicks,Impressions,Conversions,Conversion_Rate,Engagement_Score,Customer_Segment,Gender,Age,Location,Started_day,Duration_days,End_day,Month,Month_fullname,Mon_name
485,NexGen Systems,Search,YouTube,12495,4.15,Good,753,8752,45,0.06,10,Health & Wellness,Men,18-24,New York,2021-04-30,60,2021-06-29,4,April,Apr
486,Alpha Innovations,Display,Instagram,8241,7.63,Excellent,368,4360,29,0.08,4,Outdoor Adventurers,Women,35-44,Los Angeles,2021-05-01,45,2021-06-15,5,May,May
487,DataTech Solutions,Email,Email,19562,6.35,Good,194,9417,27,0.14,10,Foodies,Men,18-24,Chicago,2021-05-02,15,2021-05-17,5,May,May
488,NexGen Systems,Display,Facebook,19456,7.56,Excellent,172,2838,9,0.05,10,Health & Wellness,Women,25-34,Los Angeles,2021-05-03,30,2021-06-02,5,May,May
489,NexGen Systems,Social Media,YouTube,10420,3.55,Poor,740,7051,96,0.13,3,Foodies,Men,25-34,Los Angeles,2021-05-04,45,2021-06-18,5,May,May
490,TechCorp,Social Media,Website,17493,6.42,Good,580,6874,64,0.11,2,Foodies,Women,25-34,Los Angeles,2021-05-05,30,2021-06-04,5,May,May
491,NexGen Systems,Email,Instagram,18686,4.32,Good,798,6218,56,0.07,9,Foodies,Men,18-24,Chicago,2021-05-06,30,2021-06-05,5,May,May
492,TechCorp,Social Media,YouTube,16765,7.85,Excellent,940,1333,75,0.08,4,Foodies,Men,18-24,Miami,2021-05-07,30,2021-06-06,5,May,May
493,NexGen Systems,Display,Facebook,17991,2.35,Poor,325,9848,20,0.06,10,Health & Wellness,Women,25-34,Los Angeles,2021-05-08,45,2021-06-22,5,May,May
494,DataTech Solutions,Display,Facebook,14481,6.74,Good,637,6228,32,0.05,3,Tech Enthusiasts,Men,25-34,Miami,2021-05-09,45,2021-06-23,5,May,May
495,DataTech Solutions,Search,Email,17531,5.04,Good,736,5551,96,0.13,2,Health & Wellness,Women,35-44,Miami,2021-05-10,30,2021-06-09,5,May,May
496,NexGen Systems,Influencer,Facebook,15814,6.07,Good,305,8942,31,0.1,6,Outdoor Adventurers,Women,25-34,Houston,2021-05-11,45,2021-06-25,5,May,May
497,DataTech Solutions,Display,Website,14037,3.98,Poor,512,5824,61,0.12,6,Foodies,Both,All ages,Houston,2021-05-12,30,2021-06-11,5,May,May
498,Alpha Innovations,Search,Instagram,14493,3.22,Poor,870,6980,78,0.09,4,Fashionistas,Both,All ages,Chicago,2021-05-13,60,2021-07-12,5,May,May
499,NexGen Systems,Influencer,Instagram,19520,5.8,Good,702,4794,21,0.03,6,Tech Enthusiasts,Men,25-34,Chicago,2021-05-14,45,2021-06-28,5,May,May
500,TechCorp,Social Media,Email,5538,4.79,Good,520,6720,31,0.06,2,Tech Enthusiasts,Women,35-44,Houston,2021-05-15,60,2021-07-14,5,May,May
501,Alpha Innovations,Social Media,YouTube,10493,3.49,Poor,767,5005,92,0.12,2,Outdoor Adventurers,Men,25-34,Houston,2021-05-16,45,2021-06-30,5,May,May
502,NexGen Systems,Search,Website,16116,7.42,Excellent,471,6621,28,0.06,1,Outdoor Adventurers,Men,18-24,Chicago,2021-05-17,30,2021-06-16,5,May,May
503,DataTech Solutions,Email,YouTube,7708,2.56,Poor,701,5101,98,0.14,9,Fashionistas,Men,25-34,Chicago,2021-05-18,15,2021-06-02,5,May,May
504,Alpha Innovations,Social Media,YouTube,5935,5.92,Good,935,9752,56,0.06,9,Fashionistas,Women,35-44,Miami,2021-05-19,45,2021-07-03,5,May,May
505,NexGen Systems,Email,YouTube,9290,5.04,Good,893,7613,45,0.05,5,Fashionistas,Men,25-34,Los Angeles,2021-05-20,60,2021-07-19,5,May,May
506,NexGen Systems,Email,Instagram,19426,2.5,Poor,467,2450,37,0.08,3,Tech Enthusiasts,Men,25-34,Houston,2021-05-21,15,2021-06-05,5,May,May
507,TechCorp,Email,YouTube,17183,3.58,Poor,308,7984,43,0.14,2,Health & Wellness,Women,25-34,Los Angeles,2021-05-22,30,2021-06-21,5,May,May
508,Alpha Innovations,Display,Website,15890,2.56,Poor,374,2539,52,0.14,7,Health & Wellness,Women,25-34,Houston,2021-05-23,60,2021-07-22,5,May,May
509,DataTech Solutions,Social Media,Google Ads,6341,7.07,Excellent,676,5334,74,0.11,9,Fashionistas,Men,25-34,Miami,2021-05-24,30,2021-06-23,5,May,May
510,NexGen Systems,Display,Email,16615,7.92,Excellent,301,3473,36,0.12,5,Health & Wellness,Women,25-34,Los Angeles,2021-05-25,45,2021-07-09,5,May,May
511,TechCorp,Email,Website,18822,7.77,Excellent,471,9465,33,0.07,10,Tech Enthusiasts,Women,35-44,New York,2021-05-26,45,2021-07-10,5,May,May
512,DataTech Solutions,Search,Facebook,15713,7.67,Excellent,167,5803,12,0.07,9,Foodies,Both,All ages,Los Angeles,2021-05-27,30,2021-06-26,5,May,May
513,TechCorp,Influencer,Google Ads,19754,3.85,Poor,397,9308,48,0.12,7,Health & Wellness,Women,25-34,New York,2021-05-28,60,2021-07-27,5,May,May
514,Alpha Innovations,Social Media,Facebook,16073,5.97,Good,260,7086,8,0.03,9,Fashionistas,Men,18-24,Miami,2021-05-29,30,2021-06-28,5,May,May
515,NexGen Systems,Search,Instagram,13716,6.03,Good,676,6304,88,0.13,9,Foodies,Men,25-34,Houston,2021-05-30,45,2021-07-14,5,May,May
516,NexGen Systems,Display,Facebook,12341,4.97,Good,508,6150,41,0.08,3,Health & Wellness,Both,All ages,Houston,2021-05-31,15,2021-06-15,5,May,May
517,Innovate Industries,Social Media,YouTube,13702,4.91,Good,353,8771,7,0.02,9,Foodies,Men,18-24,Miami,2021-06-01,15,2021-06-16,6,June,Jun
518,Alpha Innovations,Social Media,Facebook,18224,7.31,Excellent,682,4781,27,0.04,10,Fashionistas,Women,25-34,Los Angeles,2021-06-02,45,2021-07-17,6,June,Jun
519,Alpha Innovations,Influencer,Website,15530,6.81,Good,830,7660,42,0.05,8,Outdoor Adventurers,Men,25-34,Chicago,2021-06-03,15,2021-06-18,6,June,Jun
520,DataTech Solutions,Display,Website,19102,4.98,Good,736,2811,103,0.14,5,Outdoor Adventurers,Men,18-24,Miami,2021-06-04,30,2021-07-04,6,June,Jun
521,NexGen Systems,Search,Instagram,17123,3.31,Poor,955,5738,134,0.14,7,Foodies,Women,35-44,Chicago,2021-06-05,60,2021-08-04,6,June,Jun
522,NexGen Systems,Search,YouTube,8103,5.85,Good,262,9494,5,0.02,10,Outdoor Adventurers,Women,25-34,New York,2021-06-06,15,2021-06-21,6,June,Jun
523,NexGen Systems,Display,Facebook,6787,7.17,Excellent,776,3071,93,0.12,6,Foodies,Men,25-34,Los Angeles,2021-06-07,60,2021-08-06,6,June,Jun
524,Innovate Industries,Social Media,Instagram,18464,7.86,Excellent,883,7234,79,0.09,4,Tech Enthusiasts,Men,18-24,Los Angeles,2021-06-08,30,2021-07-08,6,June,Jun
525,Innovate Industries,Search,YouTube,5214,5.41,Good,986,5047,79,0.08,3,Fashionistas,Women,35-44,New York,2021-06-09,30,2021-07-09,6,June,Jun
526,TechCorp,Influencer,Email,17678,4.77,Good,215,6302,15,0.07,10,Foodies,Men,18-24,Houston,2021-06-10,30,2021-07-10,6,June,Jun
527,NexGen Systems,Social Media,Website,10365,3.23,Poor,965,1167,135,0.14,8,Outdoor Adventurers,Both,All ages,Miami,2021-06-11,30,2021-07-11,6,June,Jun
528,NexGen Systems,Email,Instagram,11139,7.54,Excellent,640,1144,58,0.09,7,Tech Enthusiasts,Both,All ages,Los Angeles,2021-06-12,60,2021-08-11,6,June,Jun
529,DataTech Solutions,Search,Instagram,18407,2.24,Poor,388,2697,39,0.1,10,Tech Enthusiasts,Men,18-24,Chicago,2021-06-13,45,2021-07-28,6,June,Jun
530,TechCorp,Influencer,Instagram,10863,5.21,Good,494,5354,35,0.07,10,Foodies,Men,18-24,Miami,2021-06-14,60,2021-08-13,6,June,Jun
531,Alpha Innovations,Search,Instagram,11535,6.44,Good,432,8524,39,0.09,6,Tech Enthusiasts,Women,35-44,Chicago,2021-06-15,45,2021-07-30,6,June,Jun
532,Alpha Innovations,Search,YouTube,16117,6.68,Good,237,7706,7,0.03,3,Tech Enthusiasts,Men,18-24,Los Angeles,2021-06-16,15,2021-07-01,6,June,Jun
533,TechCorp,Email,Facebook,7641,5.05,Good,247,6859,12,0.05,10,Outdoor Adventurers,Men,18-24,Los Angeles,2021-06-17,60,2021-08-16,6,June,Jun
534,Alpha Innovations,Search,Website,19122,5.86,Good,849,4127,59,0.07,8,Fashionistas,Men,18-24,Los Angeles,2021-06-18,15,2021-07-03,6,June,Jun
535,Alpha Innovations,Influencer,Google Ads,19905,3.28,Poor,421,9220,29,0.07,1,Health & Wellness,Men,18-24,New York,2021-06-19,45,2021-08-03,6,June,Jun
536,NexGen Systems,Search,YouTube,9710,6.11,Good,775,1378,23,0.03,6,Foodies,Men,18-24,Chicago,2021-06-20,30,2021-07-20,6,June,Jun
537,DataTech Solutions,Display,Facebook,11135,5.55,Good,158,9372,9,0.06,5,Tech Enthusiasts,Women,35-44,Los Angeles,2021-06-21,30,2021-07-21,6,June,Jun
538,Innovate Industries,Search,YouTube,18860,5.67,Good,581,1624,12,0.02,9,Health & Wellness,Both,All ages,Miami,2021-06-22,15,2021-07-07,6,June,Jun
539,NexGen Systems,Influencer,Google Ads,9642,5.04,Good,745,1803,97,0.13,8,Outdoor Adventurers,Women,35-44,Los Angeles,2021-06-23,60,2021-08-22,6,June,Jun
540,NexGen Systems,Social Media,Instagram,9225,7.88,Excellent,837,1454,59,0.07,4,Tech Enthusiasts,Men,25-34,Los Angeles,2021-06-24,15,2021-07-09,6,June,Jun
541,DataTech Solutions,Search,Google Ads,12493,6.26,Good,265,1716,19,0.07,1,Foodies,Women,25-34,Chicago,2021-06-25,30,2021-07-25,6,June,Jun
542,DataTech Solutions,Email,Email,14740,2.29,Poor,941,4716,113,0.12,2,Fashionistas,Women,25-34,Chicago,2021-06-26,45,2021-08-10,6,June,Jun
543,TechCorp,Search,YouTube,17300,6.46,Good,517,4930,26,0.05,1,Health & Wellness,Both,All ages,New York,2021-06-27,60,2021-08-26,6,June,Jun
544,TechCorp,Email,Instagram,7787,2.79,Poor,403,9196,52,0.13,5,Health & Wellness,Men,25-34,New York,2021-06-28,30,2021-07-28,6,June,Jun
545,NexGen Systems,Display,Email,7865,3.61,Poor,905,8601,54,0.06,5,Foodies,Men,18-24,Houston,2021-06-29,60,2021-08-28,6,June,Jun
546,TechCorp,Email,YouTube,14184,2.02,Poor,761,3562,99,0.13,4,Health & Wellness,Men,18-24,New York,2021-06-30,15,2021-07-15,6,June,Jun
547,NexGen Systems,Influencer,Google Ads,10088,5.79,Good,921,9943,64,0.07,10,Fashionistas,Men,18-24,New York,2021-07-01,60,2021-08-30,7,July,Jul
548,NexGen Systems,Search,Instagram,6341,7.89,Excellent,457,2621,64,0.14,3,Foodies,Both,All ages,New York,2021-07-02,15,2021-07-17,7,July,Jul
549,TechCorp,Influencer,Email,16691,6.12,Good,430,5430,47,0.11,7,Tech Enthusiasts,Women,35-44,Miami,2021-07-03,30,2021-08-02,7,July,Jul
550,NexGen Systems,Email,Website,5279,7.26,Excellent,973,1947,49,0.05,2,Outdoor Adventurers,Women,35-44,Los Angeles,2021-07-04,15,2021-07-19,7,July,Jul
551,NexGen Systems,Email,Website,13778,3.57,Poor,129,2538,18,0.14,4,Tech Enthusiasts,Women,25-34,Houston,2021-07-05,30,2021-08-04,7,July,Jul
552,Alpha Innovations,Influencer,Email,16094,5.65,Good,698,2868,70,0.1,3,Fashionistas,Men,25-34,Chicago,2021-07-06,60,2021-09-04,7,July,Jul
553,Innovate Industries,Email,Email,16512,2.81,Poor,588,4161,24,0.04,10,Fashionistas,Women,25-34,Chicago,2021-07-07,30,2021-08-06,7,July,Jul
554,Alpha Innovations,Email,Google Ads,7247,7.85,Excellent,141,6235,7,0.05,4,Fashionistas,Men,18-24,Chicago,2021-07-08,30,2021-08-07,7,July,Jul
555,NexGen Systems,Influencer,Email,5244,5.29,Good,416,3785,8,0.02,9,Tech Enthusiasts,Both,All ages,Chicago,2021-07-09,15,2021-07-24,7,July,Jul
556,Innovate Industries,Email,Facebook,14082,7.44,Excellent,655,9066,98,0.15,2,Outdoor Adventurers,Women,35-44,Miami,2021-07-10,30,2021-08-09,7,July,Jul
557,TechCorp,Social Media,Email,17786,5.89,Good,557,9866,61,0.11,5,Foodies,Men,18-24,Los Angeles,2021-07-11,60,2021-09-09,7,July,Jul
558,Innovate Industries,Influencer,Facebook,19714,3.57,Poor,411,2211,33,0.08,3,Foodies,Men,18-24,Miami,2021-07-12,15,2021-07-27,7,July,Jul
559,Innovate Industries,Display,Instagram,6582,3.1,Poor,750,5588,23,0.03,7,Health & Wellness,Men,25-34,Chicago,2021-07-13,60,2021-09-11,7,July,Jul
560,Innovate Industries,Email,Google Ads,16574,4.82,Good,260,2996,26,0.1,10,Fashionistas,Both,All ages,Miami,2021-07-14,60,2021-09-12,7,July,Jul
561,TechCorp,Email,Email,18996,3.12,Poor,890,8676,89,0.1,4,Health & Wellness,Both,All ages,Los Angeles,2021-07-15,60,2021-09-13,7,July,Jul
562,Alpha Innovations,Influencer,Instagram,13107,4.87,Good,340,6394,41,0.12,2,Tech Enthusiasts,Women,25-34,Miami,2021-07-16,30,2021-08-15,7,July,Jul
563,Alpha Innovations,Influencer,Website,5801,7.42,Excellent,714,2288,64,0.09,2,Health & Wellness,Men,25-34,New York,2021-07-17,15,2021-08-01,7,July,Jul
564,TechCorp,Influencer,Google Ads,8660,6.38,Good,172,9548,15,0.09,2,Outdoor Adventurers,Men,18-24,Los Angeles,2021-07-18,15,2021-08-02,7,July,Jul
565,Innovate Industries,Display,Website,9283,2.18,Poor,363,6711,47,0.13,1,Health & Wellness,Women,35-44,Houston,2021-07-19,30,2021-08-18,7,July,Jul
566,Alpha Innovations,Influencer,Instagram,12002,6.53,Good,876,6554,88,0.1,7,Health & Wellness,Both,All ages,Houston,2021-07-20,60,2021-09-18,7,July,Jul
567,NexGen Systems,Display,Website,12929,4.64,Good,605,4566,48,0.08,7,Tech Enthusiasts,Both,All ages,Los Angeles,2021-07-21,15,2021-08-05,7,July,Jul
568,TechCorp,Search,Google Ads,16013,4.75,Good,727,1353,87,0.12,9,Outdoor Adventurers,Men,25-34,Chicago,2021-07-22,45,2021-09-05,7,July,Jul
569,Alpha Innovations,Search,Google Ads,6640,4.53,Good,508,2900,41,0.08,6,Outdoor Adventurers,Both,All ages,Miami,2021-07-23,15,2021-08-07,7,July,Jul
570,DataTech Solutions,Email,Instagram,12075,2.84,Poor,261,8859,13,0.05,3,Outdoor Adventurers,Men,25-34,Houston,2021-07-24,60,2021-09-22,7,July,Jul
571,Alpha Innovations,Email,Google Ads,5236,6.38,Good,444,4623,53,0.12,10,Foodies,Both,All ages,Miami,2021-07-25,60,2021-09-23,7,July,Jul
572,NexGen Systems,Social Media,Google Ads,18195,6.35,Good,629,2473,82,0.13,10,Health & Wellness,Both,All ages,Chicago,2021-07-26,45,2021-09-09,7,July,Jul
573,DataTech Solutions,Social Media,YouTube,12557,6.76,Good,348,5800,21,0.06,6,Health & Wellness,Women,35-44,Houston,2021-07-27,60,2021-09-25,7,July,Jul
574,TechCorp,Social Media,Email,12024,7.03,Excellent,971,7660,39,0.04,3,Health & Wellness,Women,35-44,Miami,2021-07-28,30,2021-08-27,7,July,Jul
575,NexGen Systems,Influencer,Facebook,13831,5.76,Good,133,2508,11,0.08,6,Fashionistas,Men,25-34,Los Angeles,2021-07-29,15,2021-08-13,7,July,Jul
576,NexGen Systems,Display,Instagram,14207,2.87,Poor,952,7391,38,0.04,10,Outdoor Adventurers,Both,All ages,Houston,2021-07-30,15,2021-08-14,7,July,Jul
577,Innovate Industries,Email,Instagram,10698,5.45,Good,593,8788,83,0.14,8,Tech Enthusiasts,Men,18-24,Houston,2021-07-31,45,2021-09-14,7,July,Jul
578,NexGen Systems,Display,Google Ads,7321,2.21,Poor,897,5065,18,0.02,9,Health & Wellness,Both,All ages,Chicago,2021-08-01,60,2021-09-30,8,August,Aug
579,TechCorp,Email,Email,5070,3.7,Poor,934,3769,112,0.12,4,Tech Enthusiasts,Women,25-34,New York,2021-08-02,30,2021-09-01,8,August,Aug
580,Innovate Industries,Email,Website,8417,7.54,Excellent,594,8142,53,0.09,3,Health & Wellness,Men,25-34,Miami,2021-08-03,45,2021-09-17,8,August,Aug
581,DataTech Solutions,Social Media,Email,12149,7.66,Excellent,155,1790,14,0.09,2,Outdoor Adventurers,Men,18-24,Chicago,2021-08-04,15,2021-08-19,8,August,Aug
582,Alpha Innovations,Influencer,Instagram,18733,2.55,Poor,213,4768,11,0.05,3,Outdoor Adventurers,Men,25-34,Los Angeles,2021-08-05,60,2021-10-04,8,August,Aug
583,TechCorp,Influencer,Google Ads,13282,5.03,Good,433,6849,56,0.13,9,Health & Wellness,Men,25-34,Los Angeles,2021-08-06,45,2021-09-20,8,August,Aug
584,TechCorp,Search,Website,5027,6.02,Good,956,3644,67,0.07,9,Tech Enthusiasts,Women,25-34,Los Angeles,2021-08-07,15,2021-08-22,8,August,Aug
585,DataTech Solutions,Social Media,Facebook,14540,5.97,Good,454,4981,64,0.14,6,Tech Enthusiasts,Men,18-24,Chicago,2021-08-08,15,2021-08-23,8,August,Aug
586,DataTech Solutions,Search,Email,10905,3.97,Poor,392,8196,31,0.08,1,Health & Wellness,Both,All ages,Los Angeles,2021-08-09,15,2021-08-24,8,August,Aug
587,DataTech Solutions,Display,Website,16970,7.05,Excellent,305,6899,18,0.06,3,Health & Wellness,Women,25-34,Houston,2021-08-10,60,2021-10-09,8,August,Aug
588,DataTech Solutions,Email,Google Ads,14910,5.27,Good,187,8782,9,0.05,2,Outdoor Adventurers,Men,25-34,Chicago,2021-08-11,60,2021-10-10,8,August,Aug
589,TechCorp,Email,YouTube,12528,6.38,Good,607,6861,55,0.09,7,Foodies,Both,All ages,Houston,2021-08-12,45,2021-09-26,8,August,Aug
590,NexGen Systems,Email,YouTube,18796,6.2,Good,530,3022,21,0.04,5,Fashionistas,Men,25-34,New York,2021-08-13,15,2021-08-28,8,August,Aug
591,DataTech Solutions,Social Media,Email,14635,2.71,Poor,177,2151,16,0.09,10,Foodies,Both,All ages,Miami,2021-08-14,60,2021-10-13,8,August,Aug
592,DataTech Solutions,Display,YouTube,8562,7.83,Excellent,117,9814,2,0.02,3,Tech Enthusiasts,Men,25-34,Houston,2021-08-15,60,2021-10-14,8,August,Aug
593,TechCorp,Social Media,Instagram,18690,5.47,Good,598,5556,48,0.08,8,Outdoor Adventurers,Men,25-34,Miami,2021-08-16,60,2021-10-15,8,August,Aug
594,Innovate Industries,Email,Website,11229,7.0,Good,145,1535,17,0.12,8,Fashionistas,Women,35-44,Los Angeles,2021-08-17,30,2021-09-16,8,August,Aug
595,Alpha Innovations,Influencer,YouTube,8633,4.47,Good,819,5487,25,0.03,8,Fashionistas,Both,All ages,Los Angeles,2021-08-18,45,2021-10-02,8,August,Aug
596,DataTech Solutions,Display,Instagram,11529,2.43,Poor,881,2105,18,0.02,4,Outdoor Adventurers,Women,35-44,Los Angeles,2021-08-19,30,2021-09-18,8,August,Aug
597,Alpha Innovations,Influencer,Website,13763,3.87,Poor,626,5983,13,0.02,3,Outdoor Adventurers,Both,All ages,New York,2021-08-20,30,2021-09-19,8,August,Aug
598,TechCorp,Social Media,Google Ads,13348,5.08,Good,303,5330,24,0.08,7,Tech Enthusiasts,Both,All ages,Miami,2021-08-21,30,2021-09-20,8,August,Aug
599,TechCorp,Influencer,Email,17808,5.38,Good,667,8500,67,0.1,6,Tech Enthusiasts,Men,18-24,Chicago,2021-08-22,45,2021-10-06,8,August,Aug
600,DataTech Solutions,Influencer,YouTube,5680,6.01,Good,209,8713,25,0.12,7,Fashionistas,Men,18-24,Chicago,2021-08-23,30,2021-09-22,8,August,Aug
601,Innovate Industries,Social Media,Email,9893,6.7,Good,425,3307,17,0.04,5,Tech Enthusiasts,Women,25-34,Los Angeles,2021-08-24,45,2021-10-08,8,August,Aug
602,TechCorp,Social Media,Google Ads,18741,2.01,Poor,438,6714,9,0.02,7,Tech Enthusiasts,Men,25-34,Miami,2021-08-25,30,2021-09-24,8,August,Aug
603,TechCorp,Social Media,Facebook,13305,2.94,Poor,722,6088,65,0.09,9,Outdoor Adventurers,Men,18-24,Houston,2021-08-26,45,2021-10-10,8,August,Aug
604,NexGen Systems,Social Media,Facebook,16791,6.45,Good,803,9693,32,0.04,5,Foodies,Men,25-34,New York,2021-08-27,45,2021-10-11,8,August,Aug
605,TechCorp,Search,Google Ads,7349,7.84,Excellent,434,1064,4,0.01,2,Health & Wellness,Men,18-24,Los Angeles,2021-08-28,15,2021-09-12,8,August,Aug
606,DataTech Solutions,Email,Website,15672,3.2,Poor,609,1193,12,0.02,7,Fashionistas,Both,All ages,New York,2021-08-29,30,2021-09-28,8,August,Aug
607,NexGen Systems,Search,Instagram,15366,6.98,Good,866,5856,17,0.02,9,Health & Wellness,Both,All ages,Miami,2021-08-30,60,2021-10-29,8,August,Aug
608,TechCorp,Search,Website,8497,6.7,Good,574,1948,34,0.06,10,Fashionistas,Men,25-34,Chicago,2021-08-31,30,2021-09-30,8,August,Aug
609,TechCorp,Social Media,Email,10770,5.86,Good,954,6924,67,0.07,4,Tech Enthusiasts,Women,35-44,Miami,2021-09-01,15,2021-09-16,9,September,Sep
610,DataTech Solutions,Display,Facebook,5325,5.01,Good,960,2859,58,0.06,8,Health & Wellness,Both,All ages,Chicago,2021-09-02,15,2021-09-17,9,September,Sep
611,Alpha Innovations,Email,Google Ads,8772,6.85,Good,584,7334,23,0.04,2,Health & Wellness,Women,25-34,Los Angeles,2021-09-03,45,2021-10-18,9,September,Sep
612,Alpha Innovations,Email,Website,10653,3.95,Poor,670,2367,74,0.11,2,Fashionistas,Men,18-24,Miami,2021-09-04,15,2021-09-19,9,September,Sep
613,TechCorp,Social Media,YouTube,9676,7.52,Excellent,575,9944,12,0.02,2,Outdoor Adventurers,Both,All ages,New York,2021-09-05,45,2021-10-20,9,September,Sep
614,Alpha Innovations,Display,Instagram,11347,3.1,Poor,430,7632,56,0.13,2,Tech Enthusiasts,Men,18-24,Houston,2021-09-06,45,2021-10-21,9,September,Sep
615,DataTech Solutions,Influencer,Instagram,9661,6.68,Good,690,4424,14,0.02,3,Tech Enthusiasts,Men,18-24,New York,2021-09-07,15,2021-09-22,9,September,Sep
616,TechCorp,Influencer,Facebook,17881,6.01,Good,289,7005,14,0.05,8,Foodies,Men,25-34,Los Angeles,2021-09-08,15,2021-09-23,9,September,Sep
617,NexGen Systems,Search,YouTube,17440,6.66,Good,140,7641,8,0.06,8,Foodies,Women,25-34,Miami,2021-09-09,30,2021-10-09,9,September,Sep
618,TechCorp,Display,Website,7053,7.12,Excellent,492,1731,39,0.08,8,Tech Enthusiasts,Men,18-24,Chicago,2021-09-10,30,2021-10-10,9,September,Sep
619,TechCorp,Influencer,Google Ads,7803,6.58,Good,533,5832,75,0.14,2,Foodies,Both,All ages,New York,2021-09-11,45,2021-10-26,9,September,Sep
620,Alpha Innovations,Social Media,Instagram,6994,3.89,Poor,816,8407,90,0.11,8,Tech Enthusiasts,Women,35-44,Miami,2021-09-12,45,2021-10-27,9,September,Sep
621,NexGen Systems,Influencer,Instagram,18943,7.01,Excellent,607,6262,85,0.14,9,Tech Enthusiasts,Women,25-34,Los Angeles,2021-09-13,45,2021-10-28,9,September,Sep
622,TechCorp,Email,Website,7562,4.04,Good,670,8428,74,0.11,8,Tech Enthusiasts,Women,35-44,Miami,2021-09-14,15,2021-09-29,9,September,Sep
623,Alpha Innovations,Email,Email,7740,7.54,Excellent,899,5144,81,0.09,6,Tech Enthusiasts,Both,All ages,Chicago,2021-09-15,15,2021-09-30,9,September,Sep
624,Alpha Innovations,Social Media,Facebook,11783,3.07,Poor,836,4782,92,0.11,7,Foodies,Both,All ages,Miami,2021-09-16,15,2021-10-01,9,September,Sep
625,DataTech Solutions,Social Media,Website,12132,5.25,Good,435,1192,9,0.02,10,Outdoor Adventurers,Both,All ages,Houston,2021-09-17,15,2021-10-02,9,September,Sep
626,TechCorp,Search,YouTube,5430,3.12,Poor,214,3572,30,0.14,8,Tech Enthusiasts,Men,25-34,New York,2021-09-18,30,2021-10-18,9,September,Sep
627,Alpha Innovations,Search,Email,12047,6.47,Good,441,5779,22,0.05,3,Tech Enthusiasts,Both,All ages,Chicago,2021-09-19,30,2021-10-19,9,September,Sep
628,NexGen Systems,Social Media,Instagram,15691,7.06,Excellent,238,3959,12,0.05,1,Tech Enthusiasts,Men,18-24,Miami,2021-09-20,60,2021-11-19,9,September,Sep
629,NexGen Systems,Email,Facebook,15132,4.96,Good,129,9551,13,0.1,7,Foodies,Women,25-34,Miami,2021-09-21,45,2021-11-05,9,September,Sep
630,Innovate Industries,Email,YouTube,13380,6.12,Good,173,4397,19,0.11,3,Outdoor Adventurers,Women,35-44,Houston,2021-09-22,15,2021-10-07,9,September,Sep
631,DataTech Solutions,Influencer,YouTube,5770,2.43,Poor,308,3307,3,0.01,5,Tech Enthusiasts,Both,All ages,Los Angeles,2021-09-23,15,2021-10-08,9,September,Sep
632,NexGen Systems,Influencer,Email,8500,2.67,Poor,712,4849,93,0.13,1,Foodies,Men,18-24,New York,2021-09-24,45,2021-11-08,9,September,Sep
633,TechCorp,Email,Google Ads,18453,4.76,Good,187,5032,24,0.13,10,Fashionistas,Men,25-34,Miami,2021-09-25,15,2021-10-10,9,September,Sep
634,NexGen Systems,Social Media,Facebook,19030,5.63,Good,825,6146,17,0.02,2,Fashionistas,Men,18-24,Miami,2021-09-26,30,2021-10-26,9,September,Sep
635,Alpha Innovations,Search,Instagram,9833,2.46,Poor,131,9105,18,0.14,10,Fashionistas,Men,18-24,Chicago,2021-09-27,60,2021-11-26,9,September,Sep
636,NexGen Systems,Email,Website,11581,4.25,Good,903,9090,36,0.04,2,Health & Wellness,Both,All ages,Miami,2021-09-28,45,2021-11-12,9,September,Sep
637,Alpha Innovations,Search,Google Ads,12573,4.41,Good,483,9896,19,0.04,3,Outdoor Adventurers,Both,All ages,Miami,2021-09-29,45,2021-11-13,9,September,Sep
638,Innovate Industries,Search,Google Ads,9517,4.18,Good,794,9710,56,0.07,8,Tech Enthusiasts,Both,All ages,Houston,2021-09-30,30,2021-10-30,9,September,Sep
639,TechCorp,Search,Facebook,7672,3.55,Poor,344,6487,41,0.12,4,Fashionistas,Men,18-24,Houston,2021-10-01,45,2021-11-15,10,October,Oct
640,Alpha Innovations,Email,Email,10127,7.04,Excellent,938,9741,28,0.03,2,Tech Enthusiasts,Men,25-34,Miami,2021-10-02,45,2021-11-16,10,October,Oct
641,Innovate Industries,Social Media,Email,16265,4.22,Good,588,5299,82,0.14,6,Fashionistas,Both,All ages,New York,2021-10-03,45,2021-11-17,10,October,Oct
642,NexGen Systems,Influencer,Email,12399,3.65,Poor,423,7396,34,0.08,9,Tech Enthusiasts,Both,All ages,Chicago,2021-10-04,15,2021-10-19,10,October,Oct
643,Innovate Industries,Social Media,Google Ads,10179,5.29,Good,102,4930,6,0.06,8,Fashionistas,Men,18-24,Miami,2021-10-05,15,2021-10-20,10,October,Oct
644,Alpha Innovations,Social Media,YouTube,18123,3.83,Poor,307,1468,6,0.02,10,Fashionistas,Men,25-34,Houston,2021-10-06,30,2021-11-05,10,October,Oct
645,NexGen Systems,Influencer,Email,5481,4.71,Good,496,9383,25,0.05,3,Fashionistas,Men,25-34,Miami,2021-10-07,60,2021-12-06,10,October,Oct
